# started on Tue Oct 27 15:36:49 2015

     4.000380064;CPU0;257454725;;cpu_clk_unhalted_thread_p
     4.000380064;CPU1;232699228;;cpu_clk_unhalted_thread_p
     4.000380064;CPU2;280112800;;cpu_clk_unhalted_thread_p
     4.000380064;CPU3;187188542;;cpu_clk_unhalted_thread_p
     5.000657387;CPU0;34972202;;cpu_clk_unhalted_thread_p
     5.000657387;CPU1;39148495;;cpu_clk_unhalted_thread_p
     5.000657387;CPU2;16782008;;cpu_clk_unhalted_thread_p
     5.000657387;CPU3;96601299;;cpu_clk_unhalted_thread_p
     6.000833952;CPU0;53894624;;cpu_clk_unhalted_thread_p
     6.000833952;CPU1;81315429;;cpu_clk_unhalted_thread_p
     6.000833952;CPU2;34497497;;cpu_clk_unhalted_thread_p
     6.000833952;CPU3;41460325;;cpu_clk_unhalted_thread_p
     7.001063654;CPU0;40864965;;cpu_clk_unhalted_thread_p
     7.001063654;CPU1;25184203;;cpu_clk_unhalted_thread_p
     7.001063654;CPU2;13797342;;cpu_clk_unhalted_thread_p
     7.001063654;CPU3;60894251;;cpu_clk_unhalted_thread_p
     8.001281730;CPU0;60878411;;cpu_clk_unhalted_thread_p
     8.001281730;CPU1;35206942;;cpu_clk_unhalted_thread_p
     8.001281730;CPU2;26472054;;cpu_clk_unhalted_thread_p
     8.001281730;CPU3;73519135;;cpu_clk_unhalted_thread_p
     9.001434113;CPU0;28411424;;cpu_clk_unhalted_thread_p
     9.001434113;CPU1;33826256;;cpu_clk_unhalted_thread_p
     9.001434113;CPU2;15864316;;cpu_clk_unhalted_thread_p
     9.001434113;CPU3;58673021;;cpu_clk_unhalted_thread_p
    10.000665731;CPU0;75919616;;cpu_clk_unhalted_thread_p
    10.000665731;CPU1;110638099;;cpu_clk_unhalted_thread_p
    10.000665731;CPU2;55768267;;cpu_clk_unhalted_thread_p
    10.000665731;CPU3;123819975;;cpu_clk_unhalted_thread_p
