# started on Tue Nov 10 17:08:18 2015

     1.000190555;CPU0;141398391;;instructions
     1.000190555;CPU1;53000909;;instructions
     1.000190555;CPU2;78463016;;instructions
     1.000190555;CPU3;45454308;;instructions
     2.000368562;CPU0;137970936;;instructions
     2.000368562;CPU1;58443345;;instructions
     2.000368562;CPU2;14997203;;instructions
     2.000368562;CPU3;200229444;;instructions
     3.000448773;CPU0;1565623042;;instructions
     3.000448773;CPU1;1362476971;;instructions
     3.000448773;CPU2;1383349477;;instructions
     3.000448773;CPU3;1391043419;;instructions
     4.000554356;CPU0;1085983209;;instructions
     4.000554356;CPU1;1232075826;;instructions
     4.000554356;CPU2;1000158143;;instructions
     4.000554356;CPU3;924591530;;instructions
     5.000672030;CPU0;48213143;;instructions
     5.000672030;CPU1;72963935;;instructions
     5.000672030;CPU2;51917774;;instructions
     5.000672030;CPU3;54760831;;instructions
     6.000750050;CPU0;361134202;;instructions
     6.000750050;CPU1;375224584;;instructions
     6.000750050;CPU2;378057789;;instructions
     6.000750050;CPU3;366748365;;instructions
     7.000927616;CPU0;760893233;;instructions
     7.000927616;CPU1;637903510;;instructions
     7.000927616;CPU2;616979408;;instructions
     7.000927616;CPU3;576834730;;instructions
     8.001088630;CPU0;212922062;;instructions
     8.001088630;CPU1;249447552;;instructions
     8.001088630;CPU2;158386284;;instructions
     8.001088630;CPU3;109252422;;instructions
     9.001171112;CPU0;153499842;;instructions
     9.001171112;CPU1;262959370;;instructions
     9.001171112;CPU2;117142591;;instructions
     9.001171112;CPU3;150506606;;instructions
    10.001287306;CPU0;446475752;;instructions
    10.001287306;CPU1;400556634;;instructions
    10.001287306;CPU2;406843998;;instructions
    10.001287306;CPU3;210697922;;instructions
    11.001487527;CPU0;344173575;;instructions
    11.001487527;CPU1;111827944;;instructions
    11.001487527;CPU2;117442920;;instructions
    11.001487527;CPU3;192649004;;instructions
    12.001593937;CPU0;160229420;;instructions
    12.001593937;CPU1;168205984;;instructions
    12.001593937;CPU2;138225294;;instructions
    12.001593937;CPU3;137390848;;instructions
    13.001680391;CPU0;219723257;;instructions
    13.001680391;CPU1;196980527;;instructions
    13.001680391;CPU2;389146592;;instructions
    13.001680391;CPU3;154985593;;instructions
    14.001841237;CPU0;108571823;;instructions
    14.001841237;CPU1;169358442;;instructions
    14.001841237;CPU2;460024172;;instructions
    14.001841237;CPU3;104806939;;instructions
    15.001981872;CPU0;120651490;;instructions
    15.001981872;CPU1;134516714;;instructions
    15.001981872;CPU2;86877332;;instructions
    15.001981872;CPU3;106576302;;instructions
    16.002089654;CPU0;172041412;;instructions
    16.002089654;CPU1;1027576490;;instructions
    16.002089654;CPU2;116621214;;instructions
    16.002089654;CPU3;138663120;;instructions
    17.002279282;CPU0;190452193;;instructions
    17.002279282;CPU1;147086329;;instructions
    17.002279282;CPU2;109618834;;instructions
    17.002279282;CPU3;108643747;;instructions
    18.002506372;CPU0;153733987;;instructions
    18.002506372;CPU1;166295650;;instructions
    18.002506372;CPU2;80103362;;instructions
    18.002506372;CPU3;128973345;;instructions
    19.002743415;CPU0;262449850;;instructions
    19.002743415;CPU1;212370024;;instructions
    19.002743415;CPU2;90173337;;instructions
    19.002743415;CPU3;93372851;;instructions
    20.002863003;CPU0;375871845;;instructions
    20.002863003;CPU1;209263703;;instructions
    20.002863003;CPU2;439460776;;instructions
    20.002863003;CPU3;210572020;;instructions
    21.003059523;CPU0;523346223;;instructions
    21.003059523;CPU1;136159922;;instructions
    21.003059523;CPU2;201234832;;instructions
    21.003059523;CPU3;143960755;;instructions
    22.003172139;CPU0;161088420;;instructions
    22.003172139;CPU1;152924457;;instructions
    22.003172139;CPU2;139758313;;instructions
    22.003172139;CPU3;115566133;;instructions
    23.003364816;CPU0;507878267;;instructions
    23.003364816;CPU1;117782072;;instructions
    23.003364816;CPU2;62031846;;instructions
    23.003364816;CPU3;103069606;;instructions
    24.003562775;CPU0;148969759;;instructions
    24.003562775;CPU1;154338072;;instructions
    24.003562775;CPU2;128014924;;instructions
    24.003562775;CPU3;113233359;;instructions
    25.003681230;CPU0;145834466;;instructions
    25.003681230;CPU1;296614122;;instructions
    25.003681230;CPU2;134747504;;instructions
    25.003681230;CPU3;127572585;;instructions
    26.003782967;CPU0;144367333;;instructions
    26.003782967;CPU1;209072590;;instructions
    26.003782967;CPU2;85992731;;instructions
    26.003782967;CPU3;138512358;;instructions
    27.003913842;CPU0;122259472;;instructions
    27.003913842;CPU1;129669132;;instructions
    27.003913842;CPU2;70406347;;instructions
    27.003913842;CPU3;187839566;;instructions
    28.004143489;CPU0;162091239;;instructions
    28.004143489;CPU1;126606752;;instructions
    28.004143489;CPU2;66561645;;instructions
    28.004143489;CPU3;74331127;;instructions
    29.004268575;CPU0;120403976;;instructions
    29.004268575;CPU1;98370629;;instructions
    29.004268575;CPU2;90395437;;instructions
    29.004268575;CPU3;77231303;;instructions
    30.004388455;CPU0;161191676;;instructions
    30.004388455;CPU1;172493226;;instructions
    30.004388455;CPU2;80002650;;instructions
