# started on Thu Jan  7 17:15:54 2016

     1.000187261;CPU0;670913880;;instructions
     1.000187261;CPU1;765547733;;instructions
     1.000187261;CPU2;906240387;;instructions
     1.000187261;CPU3;799061564;;instructions
     1.000187261;CPU0;1205876614;;cpu_clk_unhalted_thread
     1.000187261;CPU1;1278742870;;cpu_clk_unhalted_thread
     1.000187261;CPU2;1300434887;;cpu_clk_unhalted_thread
     1.000187261;CPU3;1253007738;;cpu_clk_unhalted_thread
     1.000187261;CPU0;1367209512;;cpu_clk_unhalted_thread_any
     1.000187261;CPU1;1371589539;;cpu_clk_unhalted_thread_any
     1.000187261;CPU2;1367177154;;cpu_clk_unhalted_thread_any
     1.000187261;CPU3;1371558604;;cpu_clk_unhalted_thread_any
     1.000187261;CPU0;2284492375;;cpu_clk_unhalted_ref_tsc
     1.000187261;CPU1;2359649000;;cpu_clk_unhalted_ref_tsc
     1.000187261;CPU2;2401651850;;cpu_clk_unhalted_ref_tsc
     1.000187261;CPU3;2360081325;;cpu_clk_unhalted_ref_tsc
     2.007005066;CPU0;580985565;;instructions
     2.007005066;CPU1;718356513;;instructions
     2.007005066;CPU2;759204794;;instructions
     2.007005066;CPU3;648198816;;instructions
     2.007005066;CPU0;1022141185;;cpu_clk_unhalted_thread
     2.007005066;CPU1;1036123833;;cpu_clk_unhalted_thread
     2.007005066;CPU2;1033646985;;cpu_clk_unhalted_thread
     2.007005066;CPU3;1030712952;;cpu_clk_unhalted_thread
     2.007005066;CPU0;1036474211;;cpu_clk_unhalted_thread_any
     2.007005066;CPU1;1036475265;;cpu_clk_unhalted_thread_any
     2.007005066;CPU2;1036475882;;cpu_clk_unhalted_thread_any
     2.007005066;CPU3;1036476515;;cpu_clk_unhalted_thread_any
     2.007005066;CPU0;2494283550;;cpu_clk_unhalted_ref_tsc
     2.007005066;CPU1;2510118800;;cpu_clk_unhalted_ref_tsc
     2.007005066;CPU2;2503251375;;cpu_clk_unhalted_ref_tsc
     2.007005066;CPU3;2501971650;;cpu_clk_unhalted_ref_tsc
     3.022998914;CPU0;513042212;;instructions
     3.022998914;CPU1;569203786;;instructions
     3.022998914;CPU2;524608591;;instructions
     3.022998914;CPU3;724218445;;instructions
     3.022998914;CPU0;1069859380;;cpu_clk_unhalted_thread
     3.022998914;CPU1;1116638665;;cpu_clk_unhalted_thread
     3.022998914;CPU2;1038920585;;cpu_clk_unhalted_thread
     3.022998914;CPU3;1132268778;;cpu_clk_unhalted_thread
     3.022998914;CPU0;1139794840;;cpu_clk_unhalted_thread_any
     3.022998914;CPU1;1175779633;;cpu_clk_unhalted_thread_any
     3.022998914;CPU2;1139794498;;cpu_clk_unhalted_thread_any
     3.022998914;CPU3;1175781826;;cpu_clk_unhalted_thread_any
     3.022998914;CPU0;2151460775;;cpu_clk_unhalted_ref_tsc
     3.022998914;CPU1;2183086300;;cpu_clk_unhalted_ref_tsc
     3.022998914;CPU2;2067037975;;cpu_clk_unhalted_ref_tsc
     3.022998914;CPU3;2188591125;;cpu_clk_unhalted_ref_tsc
     4.023275416;CPU0;62490133;;instructions
     4.023275416;CPU1;85256079;;instructions
     4.023275416;CPU2;114100252;;instructions
     4.023275416;CPU3;37778323;;instructions
     4.023275416;CPU0;134885130;;cpu_clk_unhalted_thread
     4.023275416;CPU1;146200628;;cpu_clk_unhalted_thread
     4.023275416;CPU2;148089167;;cpu_clk_unhalted_thread
     4.023275416;CPU3;92137298;;cpu_clk_unhalted_thread
     4.023275416;CPU0;227091595;;cpu_clk_unhalted_thread_any
     4.023275416;CPU1;193950247;;cpu_clk_unhalted_thread_any
     4.023275416;CPU2;227049335;;cpu_clk_unhalted_thread_any
     4.023275416;CPU3;193919228;;cpu_clk_unhalted_thread_any
     4.023275416;CPU0;409419500;;cpu_clk_unhalted_ref_tsc
     4.023275416;CPU1;396382275;;cpu_clk_unhalted_ref_tsc
     4.023275416;CPU2;454353700;;cpu_clk_unhalted_ref_tsc
     4.023275416;CPU3;283922450;;cpu_clk_unhalted_ref_tsc
     5.023566082;CPU0;47914778;;instructions
     5.023566082;CPU1;53469651;;instructions
     5.023566082;CPU2;60825979;;instructions
     5.023566082;CPU3;32834126;;instructions
     5.023566082;CPU0;122416428;;cpu_clk_unhalted_thread
     5.023566082;CPU1;119982619;;cpu_clk_unhalted_thread
     5.023566082;CPU2;95422645;;cpu_clk_unhalted_thread
     5.023566082;CPU3;72038948;;cpu_clk_unhalted_thread
     5.023566082;CPU0;186134079;;cpu_clk_unhalted_thread_any
     5.023566082;CPU1;170888509;;cpu_clk_unhalted_thread_any
     5.023566082;CPU2;186095798;;cpu_clk_unhalted_thread_any
     5.023566082;CPU3;170860186;;cpu_clk_unhalted_thread_any
     5.023566082;CPU0;337128125;;cpu_clk_unhalted_ref_tsc
     5.023566082;CPU1;332124475;;cpu_clk_unhalted_ref_tsc
     5.023566082;CPU2;269499025;;cpu_clk_unhalted_ref_tsc
     5.023566082;CPU3;191083600;;cpu_clk_unhalted_ref_tsc
     6.023949226;CPU0;67119364;;instructions
     6.023949226;CPU1;56796179;;instructions
     6.023949226;CPU2;46345311;;instructions
     6.023949226;CPU3;118283551;;instructions
     6.023949226;CPU0;152466912;;cpu_clk_unhalted_thread
     6.023949226;CPU1;135097465;;cpu_clk_unhalted_thread
     6.023949226;CPU2;103109855;;cpu_clk_unhalted_thread
     6.023949226;CPU3;147965967;;cpu_clk_unhalted_thread
     6.023949226;CPU0;210132806;;cpu_clk_unhalted_thread_any
     6.023949226;CPU1;230269887;;cpu_clk_unhalted_thread_any
     6.023949226;CPU2;210083193;;cpu_clk_unhalted_thread_any
     6.023949226;CPU3;230238993;;cpu_clk_unhalted_thread_any
     6.023949226;CPU0;457066900;;cpu_clk_unhalted_ref_tsc
     6.023949226;CPU1;396193175;;cpu_clk_unhalted_ref_tsc
