Timestamp Start;Timestamp End;Run #;Tot Clients;Tot Avg X;Tot Avg R;Tot Avg U;CPU Demand;
2015-10-11 05:17:09;2015-10-11 05:20:09;4;3300;526;1;19.39700000000000000000;.07375285171102661596;
2015-10-11 05:23:06;2015-10-11 05:26:06;4;4400;701;1;26.45665000000000000000;.07548259629101283880;
2015-10-11 05:29:10;2015-10-11 05:32:10;4;5500;873;1;33.72300000000000000000;.07725773195876288659;
2015-10-11 05:35:16;2015-10-11 05:38:16;4;6600;1050;1;41.25570000000000000000;.07858228571428571428;
2015-10-11 05:41:26;2015-10-11 05:44:26;4;7700;1221;1;48.43945000000000000000;.07934389844389844389;
2015-10-11 05:47:40;2015-10-11 05:50:40;4;8800;1398;1;56.43515000000000000000;.08073698140200286123;
2015-10-11 05:53:57;2015-10-11 05:56:57;4;9900;1574;2;66.04415000000000000000;.08391886912325285895;
2015-10-11 06:00:17;2015-10-11 06:03:17;4;11000;1741;32;76.21970000000000000000;.08755852958070074669;
2015-10-11 06:06:19;2015-10-11 06:09:19;5;1100;174;1;7.09371500000000000000;.08153695402298850574;
2015-10-11 06:12:08;2015-10-11 06:15:08;5;2200;347;1;13.04830000000000000000;.07520634005763688760;
2015-10-11 06:18:01;2015-10-11 06:21:01;5;3300;522;1;19.28345000000000000000;.07388295019157088122;
2015-10-11 06:23:59;2015-10-11 06:26:59;5;4400;697;1;26.62720000000000000000;.07640516499282639885;
2015-10-11 06:30:04;2015-10-11 06:33:04;5;5500;876;1;33.94400000000000000000;.07749771689497716894;
2015-10-11 06:36:12;2015-10-11 06:39:12;5;6600;1052;1;41.43420000000000000000;.07877224334600760456;
2015-10-11 06:42:25;2015-10-11 06:45:25;5;7700;1218;1;49.66845000000000000000;.08155738916256157635;
2015-10-11 06:48:36;2015-10-11 06:51:36;5;8800;1396;1;58.23305000000000000000;.08342843839541547277;
2015-10-11 06:54:54;2015-10-11 06:57:54;5;9900;1568;16;66.97000000000000000000;.08542091836734693877;
2015-10-11 07:01:13;2015-10-11 07:04:13;5;11000;1747;47;77.79490000000000000000;.08906113337149398969;
2015-10-11 07:07:16;2015-10-11 07:10:16;6;1100;175;1;7.20171500000000000000;.08230531428571428571;
2015-10-11 07:13:03;2015-10-11 07:16:03;6;2200;349;1;13.15655000000000000000;.07539570200573065902;
2015-10-11 07:18:59;2015-10-11 07:21:59;6;3300;525;1;19.43985000000000000000;.07405657142857142857;
2015-10-11 07:24:57;2015-10-11 07:27:57;6;4400;700;1;26.72640000000000000000;.07636114285714285714;
2015-10-11 07:30:58;2015-10-11 07:33:58;6;5500;876;1;34.01615000000000000000;.07766244292237442922;
2015-10-11 07:37:01;2015-10-11 07:40:01;6;6600;1047;1;40.84510000000000000000;.07802311365807067812;
2015-10-11 07:43:10;2015-10-11 07:46:10;6;7700;1220;1;48.82025000000000000000;.08003319672131147540;
2015-10-11 07:49:25;2015-10-11 07:52:25;6;8800;1401;1;57.57625000000000000000;.08219307637401855817;
2015-10-11 07:55:45;2015-10-11 07:58:45;6;9900;1576;2;67.24315000000000000000;.08533394670050761421;
2015-10-11 08:02:26;2015-10-11 08:05:26;6;11000;1745;27;75.80550000000000000000;.08688309455587392550;
2015-10-11 08:08:31;2015-10-11 08:11:31;7;1100;175;1;7.06585500000000000000;.08075262857142857142;
2015-10-11 08:14:18;2015-10-11 08:17:18;7;2200;350;1;13.12555000000000000000;.07500314285714285714;
2015-10-11 08:20:14;2015-10-11 08:23:14;7;3300;525;1;19.25600000000000000000;.07335619047619047619;
2015-10-11 08:26:15;2015-10-11 08:29:15;7;4400;699;1;25.87570000000000000000;.07403633762517882689;
2015-10-11 08:32:17;2015-10-11 08:35:17;7;5500;879;1;34.56385000000000000000;.07864357224118316268;
2015-10-11 08:38:24;2015-10-11 08:41:24;7;6600;1049;1;41.55675000000000000000;.07923117254528122020;
2015-10-11 08:44:37;2015-10-11 08:47:37;7;7700;1220;1;49.32515000000000000000;.08086090163934426229;
2015-10-11 08:50:51;2015-10-11 08:53:51;7;8800;1400;1;58.06285000000000000000;.08294692857142857142;
2015-10-11 08:57:07;2015-10-11 09:00:07;7;9900;1571;2;66.83600000000000000000;.08508720560152768936;
2015-10-11 09:03:29;2015-10-11 09:06:29;7;11000;1740;105;79.37330000000000000000;.09123367816091954022;
2015-10-11 09:09:33;2015-10-11 09:12:33;8;1100;176;1;7.03814500000000000000;.07997892045454545454;
2015-10-11 09:15:19;2015-10-11 09:18:19;8;2200;350;1;13.17815000000000000000;.07530371428571428571;
2015-10-11 09:21:12;2015-10-11 09:24:12;8;3300;526;1;19.33045000000000000000;.07349980988593155893;
2015-10-11 09:27:12;2015-10-11 09:30:12;8;4400;704;1;26.85915000000000000000;.07630440340909090909;
2015-10-11 09:33:16;2015-10-11 09:36:16;8;5500;875;1;33.86870000000000000000;.07741417142857142857;
2015-10-11 09:39:22;2015-10-11 09:42:22;8;6600;1044;1;40.78545000000000000000;.07813304597701149425;
2015-10-11 09:45:29;2015-10-11 09:48:29;8;7700;1221;1;49.20475000000000000000;.08059746109746109746;
2015-10-11 09:51:40;2015-10-11 09:54:40;8;8800;1393;1;57.54460000000000000000;.08261966977745872218;
2015-10-11 09:57:58;2015-10-11 10:00:58;8;9900;1575;32;67.56890000000000000000;.08580177777777777777;
2015-10-11 10:04:27;2015-10-11 10:07:27;8;11000;1747;41;76.31685000000000000000;.08736903262736119061;
2015-10-11 10:10:31;2015-10-11 10:13:31;9;1100;174;1;7.18291000000000000000;.08256218390804597701;
2015-10-11 10:16:17;2015-10-11 10:19:17;9;2200;351;1;13.13540000000000000000;.07484558404558404558;
2015-10-11 10:22:07;2015-10-11 10:25:07;9;3300;527;1;19.55415000000000000000;.07420929791271347248;
2015-10-11 10:28:06;2015-10-11 10:31:06;9;4400;697;1;26.29205000000000000000;.07544347202295552367;
2015-10-11 10:34:10;2015-10-11 10:37:10;9;5500;873;1;33.65340000000000000000;.07709828178694158075;
2015-10-11 10:40:21;2015-10-11 10:43:21;9;6600;1050;1;40.89900000000000000000;.07790285714285714285;
2015-10-11 10:46:30;2015-10-11 10:49:30;9;7700;1224;1;49.60340000000000000000;.08105130718954248366;
2015-10-11 10:52:45;2015-10-11 10:55:45;9;8800;1402;2;58.66950000000000000000;.08369400855920114122;
2015-10-11 10:59:01;2015-10-11 11:02:01;9;9900;1573;5;67.13245000000000000000;.08535594405594405594;
2015-10-11 11:05:21;2015-10-11 11:08:21;9;11000;1754;43;78.35570000000000000000;.08934515393386545039;
2015-10-11 11:11:23;2015-10-11 11:14:23;10;1100;174;1;7.00057000000000000000;.08046632183908045977;
2015-10-11 11:17:09;2015-10-11 11:20:09;10;2200;350;1;13.22115000000000000000;.07554942857142857142;
2015-10-11 11:23:07;2015-10-11 11:26:07;10;3300;524;1;19.47370000000000000000;.07432709923664122137;
2015-10-11 11:29:06;2015-10-11 11:32:06;10;4400;699;1;25.87890000000000000000;.07404549356223175965;
2015-10-11 11:35:09;2015-10-11 11:38:09;10;5500;871;1;33.06000000000000000000;.07591274397244546498;
2015-10-11 11:41:18;2015-10-11 11:44:18;10;6600;1052;1;41.29555000000000000000;.07850865019011406844;
2015-10-11 11:47:26;2015-10-11 11:50:26;10;7700;1225;1;48.82875000000000000000;.07972040816326530612;
2015-10-11 11:53:40;2015-10-11 11:56:40;10;8800;1398;1;58.04925000000000000000;.08304613733905579399;
2015-10-11 11:59:58;2015-10-11 12:02:58;10;9900;1572;2;68.92600000000000000000;.08769211195928753180;
2015-10-11 12:06:21;2015-10-11 12:09:21;10;11000;1746;38;78.30015000000000000000;.08969089347079037800;
